Species,Population,Latitude,Longitude,Year_start,Year_end,Temperature,Vial,Replicate,Sex,Wing_area,Wing_shape,Wing_vein,Asymmetry_wing_area,Asymmetry_wing_shape,Asymmetry_wing_vein
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,1,3,male,0.867,2.154,2.517,0.022,0.012,0.04
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,2,1,female,0.997,2.247,2.667,0.078,0.082,0.025
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,2,1,male,0.845,2.256,2.419,0.03,0.051,0.143
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,2,2,female,0.904,2.217,2.35,0.01,0.034,0.094
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,2,2,male,0.832,2.173,2.395,0.012,0.019,0.05
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,2,3,male,0.8,2.177,2.195,0.008,0.045,0.125
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,3,1,female,0.941,2.249,2.575,0.009,0.081,0.026
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,3,1,male,0.833,2.255,2.578,0.003,0.113,0.093
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,3,2,female,0.952,2.228,2.52,0.028,0.012,0.107
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,3,2,male,0.848,2.208,2.466,0.009,0.092,0.044
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,3,3,female,0.968,2.185,2.299,0.015,0.033,0.155
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,3,3,male,0.846,2.13,2.307,0.019,0.008,0.056
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,4,1,female,0.99,2.213,2.435,0.028,0.016,0.038
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,4,1,male,0.927,2.231,2.264,0.037,0.036,0.114
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,4,2,female,0.927,2.3,2.587,0.006,0.108,0.027
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,4,2,male,0.806,2.119,2.751,0,0.006,0.031
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,4,3,female,0.943,2.293,2.354,0.002,0.035,0.108
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,4,3,male,0.874,2.148,2.445,0.032,0.035,0.149
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,5,1,female,0.923,2.215,2.542,0.024,0,0.052
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,5,1,male,0.805,2.178,2.538,0.037,0.031,0.048
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,5,2,female,0.971,2.198,2.421,0.051,0.013,0.086
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,5,2,male,0.891,2.131,2.488,0.016,0.031,0.007
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,5,3,female,0.956,2.309,2.498,0.004,0.02,0.063
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,5,3,male,0.954,2.176,2.489,0.006,0.046,0.103
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,6,1,female,0.93,2.216,2.433,0.009,0.026,0.042
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,6,1,male,0.8,2.149,2.421,0.009,0.004,0.009
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,6,2,female,0.924,2.256,2.636,0.007,0.032,0.214
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,6,2,male,0.833,2.104,2.444,0.008,0.02,0.069
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,6,3,female,0.891,2.213,2.472,0.022,0.04,0.079
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,6,3,male,0.891,2.165,2.585,0.029,0.02,0.099
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,7,1,female,0.905,2.239,2.181,0.006,0.024,0.075
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,7,1,male,0.756,2.243,2.956,0.016,0.019,0.01
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,7,2,female,0.956,2.266,2.509,0.021,0.005,0.018
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,7,2,male,0.762,2.194,2.4,0.021,0.061,0.051
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,7,3,female,0.869,2.223,2.617,0.009,0.039,0.023
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,7,3,male,0.847,2.166,2.475,0.057,0.018,0.109
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,8,1,female,0.96,2.27,2.368,0.012,0.047,0.078
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,8,1,male,0.836,2.251,2.654,0.016,0.002,0.119
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,8,2,female,0.913,2.288,2.779,0.004,0.016,0.022
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,8,2,male,0.865,2.166,2.547,0.01,0.018,0.011
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,8,3,female,0.979,2.242,2.54,0.026,0.103,0.012
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,8,3,male,0.833,2.162,2.421,0.007,0.01,0.034
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,9,1,female,0.948,2.226,2.489,0.049,0.068,0.037
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,9,1,male,0.84,2.185,2.54,0.05,0.06,0.18
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,9,2,female,1.033,2.192,2.626,0.015,0.05,0.107
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,9,2,male,0.848,2.138,2.587,0.014,0.002,0.1
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,9,3,female,0.861,2.294,2.652,0.031,0.025,0.049
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,9,3,male,0.758,2.168,2.618,0.032,0.032,0.056
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,10,1,female,0.994,2.229,2.501,0.023,0.037,0.066
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,10,1,male,0.753,2.17,2.633,0.005,0.026,0.211
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,10,2,female,0.884,2.211,2.578,0.017,0.017,0.006
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,10,2,male,0.842,2.138,2.396,0.02,0.04,0.045
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,10,3,female,1.022,2.185,2.399,0.013,0.001,0.033
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,25,10,3,male,0.817,2.12,2.683,0.005,0.034,0.014
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,1,1,female,0.76,2.093,2.267,0.006,0.044,0.08
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,1,1,male,0.716,2.161,2.434,0.042,0.023,0.026
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,1,2,female,0.789,2.214,2.247,0.014,0.014,0.026
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,1,2,male,0.683,2.222,2.427,0.011,0.031,0.036
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,1,3,female,0.807,2.231,2.411,0.012,0.099,0.153
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,1,3,male,0.687,2.201,2.43,0.007,0.055,0.005
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,2,1,female,0.865,2.171,2.534,0.007,0.088,0.276
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,2,1,male,0.72,2.128,2.231,0.015,0.02,0.099
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,2,2,female,0.87,2.275,2.574,0.003,0.007,0.092
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,2,2,male,0.72,2.132,2.251,0.021,0.053,0.03
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,2,3,female,0.818,2.22,2.53,0.01,0.022,0.011
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,2,3,male,0.729,2.179,2.49,0.006,0.034,0.05
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,3,1,female,0.757,2.189,2.377,0.001,0.039,0.196
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,3,1,male,0.721,2.108,2.296,0.013,0.009,0.167
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,3,2,female,0.752,2.221,2.245,0.024,0.027,0.363
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,3,2,male,0.683,2.061,2.571,0.043,0.002,0.064
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,3,3,female,0.847,2.112,2.43,0.002,0.027,0.04
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,3,3,male,0.716,2.253,2.337,0.03,0.054,0.043
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,4,1,female,0.788,2.187,2.361,0.027,0.06,0.007
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,4,1,male,0.73,2.218,2.491,0.007,0.039,0.102
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,4,2,female,0.797,2.187,2.497,0.009,0.02,0.05
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,4,2,male,0.675,2.137,2.603,0.003,0,0.135
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,4,3,female,0.757,2.144,2.562,0.024,0.022,0.248
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,4,3,male,0.687,2.152,2.43,0.003,0.042,0.064
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,5,1,female,0.817,2.191,2.378,0.023,0.034,0.081
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,5,1,male,0.65,2.083,2.552,0.041,0.039,0.026
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,5,2,female,0.827,2.137,2.508,0.019,0.058,0.091
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,5,2,male,0.721,2.217,2.336,0.008,0.03,0.202
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,5,3,female,0.843,2.081,2.315,0.005,0.09,0.118
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,5,3,male,0.745,2.175,2.312,0.025,0.016,0.137
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,6,1,female,0.774,2.182,2.525,0.003,0.038,0.091
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,6,1,male,0.665,2.168,2.651,0.024,0.01,0.036
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,6,2,female,0.78,2.15,2.288,0.014,0.028,0.035
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,6,2,male,0.721,2.251,2.327,0.007,0.061,0.158
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,6,3,female,0.787,2.154,2.27,0.01,0.119,0.184
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,6,3,male,0.667,2.248,2.656,0.009,0.069,0.217
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,7,1,female,0.793,2.216,2.385,0.019,0.001,0.045
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,7,1,male,0.746,,,,,
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,7,2,female,0.829,2.111,2.592,0.004,0.016,0.098
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,7,2,male,0.701,2.121,2.297,0.015,0.005,0.144
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,7,3,female,0.842,2.17,2.341,0.004,0.05,0.05
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,7,3,male,0.644,2.107,2.458,0.009,0.012,0.157
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,8,1,female,0.802,2.202,2.534,0.034,0.097,0.143
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,8,1,male,0.728,2.077,2.421,0.025,0.017,0.042
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,8,2,female,0.742,2.305,2.561,0.016,0.024,0.184
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,8,2,male,0.669,2.151,2.51,0.009,0.054,0.3
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,8,3,female,0.83,2.244,2.524,0.022,0.066,0.083
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,8,3,male,0.679,2.063,2.544,0.005,0.082,0.03
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,9,1,female,0.818,2.15,2.365,0.004,0.011,0.06
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,9,1,male,0.737,2.137,2.399,0.002,0,0.072
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,9,2,female,0.825,2.211,2.419,0.003,0.033,0.061
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,9,2,male,0.681,2.098,2.186,0.007,0.016,0.016
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,9,3,female,0.85,2.136,2.2,0.015,0.02,0.023
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,9,3,male,0.685,2.122,2.258,0.025,0.033,0.036
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,10,1,female,0.78,2.218,2.403,0.01,0.022,0.003
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,10,1,male,0.753,2.064,2.472,0.02,0.066,0.038
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,10,2,female,0.835,2.125,2.337,0.031,0.03,0.086
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,10,2,male,0.718,2.151,2.158,0.015,0.009,0.018
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,10,3,female,0.869,2.209,2.471,0.005,0.008,0.14
D.aldrichi,Gogango_Creek,-23.77,150.17,1994,1994,30,10,3,male,0.719,2.166,2.441,0.006,0.044,0.156
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,1,1,female,1.036,2.225,2.575,0.001,0.053,0.022
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,1,1,male,0.94,2.216,2.573,0.033,0.028,0.043
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,1,2,female,1.184,2.201,2.59,0,0.038,0.01
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,1,2,male,1.023,2.141,2.7,0.009,0.014,0.103
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,1,3,female,1.109,2.211,2.508,0.013,0.032,0.086
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,1,3,male,0.996,2.236,2.684,0.01,0.004,0.209
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,2,1,female,1.151,2.141,2.665,0.024,0.027,0.051
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,2,1,male,1.027,2.152,2.506,0.022,0.038,0.104
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,2,2,female,1.23,2.192,2.479,0.003,0.048,0.007
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,2,2,male,1.026,2.164,2.769,0.026,0.032,0.107
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,2,3,female,1.189,2.151,2.351,0.028,0.035,0.032
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,2,3,male,1.056,2.132,2.521,0.012,0.054,0.019
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,3,1,female,1.104,2.146,2.675,0.014,0.015,0.15
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,3,1,male,1.055,2.233,2.5,0.01,0.016,0.122
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,3,2,male,0.978,2.164,2.652,0.016,0.063,0.009
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,3,3,male,1.054,2.119,2.6,0.042,0.021,0.135
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,4,1,female,1.174,2.246,2.518,0.032,0.023,0.111
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,4,1,male,1.034,2.123,2.474,0.037,0.062,0.034
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,4,2,female,1.148,2.238,2.55,0.001,0.011,0.018
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,4,2,male,0.986,2.15,2.638,0.014,0.044,0.039
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,4,3,female,1.258,2.178,2.438,0.111,0.076,0.102
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,4,3,male,1.107,2.152,2.496,0.023,0.023,0.113
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,5,1,female,1.142,2.206,2.363,0.013,0.066,0.102
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,5,1,male,0.973,2.188,2.667,0.004,0.045,0.088
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,5,2,female,1.175,2.224,2.458,0.021,0.003,0.074
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,5,2,male,1.014,2.178,2.53,0.014,0.015,0.04
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,5,3,female,1.115,2.26,2.487,0.022,0.031,0.024
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,5,3,male,1.018,2.194,2.572,0.012,0.033,0.079
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,6,1,female,1.163,2.278,2.515,0.003,0.002,0.034
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,6,1,male,1.018,2.259,2.659,0.032,0.048,0.048
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,6,2,female,1.225,2.189,2.624,0.047,0.092,0.062
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,6,2,male,1.041,2.096,2.475,0.001,0.01,0.012
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,6,3,female,1.179,2.167,2.709,0.05,0.016,0.011
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,6,3,male,1.052,2.16,2.702,0.012,0.02,0.015
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,1,female,1.112,2.184,2.543,0.025,0.05,0.094
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,1,male,1.005,2.223,2.424,0.003,0.044,0.153
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,2,female,1.183,2.2,2.483,0.002,0.02,0.095
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,2,male,1.029,2.216,2.539,0.035,0.013,0.101
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,3,female,1.105,2.185,2.509,0.025,0.08,0.015
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,7,3,male,1.031,2.223,2.414,0.013,0.027,0.176
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,1,female,1.087,2.234,2.522,0.024,0,0.107
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,1,male,1.081,2.114,2.446,0.01,0.014,0.053
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,2,female,1.163,2.222,2.424,0.025,0.022,0.192
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,2,male,1,2.158,2.493,0.024,0.038,0.143
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,3,female,1.142,2.194,2.505,0.002,0.043,0.09
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,8,3,male,0.984,2.172,2.47,0.012,0.038,0.002
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,1,female,1.17,2.217,2.443,0.034,0.001,0.109
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,1,male,0.965,2.249,2.489,0.004,0.034,0.056
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,2,female,1.152,2.208,2.465,0.009,0.014,0.004
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,2,male,1.013,2.172,2.376,0.052,0.068,0.091
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,3,female,1.218,2.182,2.428,0.022,0.028,0.079
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,9,3,male,1.083,2.206,2.69,0.015,0.04,0.082
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,1,female,1.18,2.167,2.46,0.031,0.022,0.184
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,1,male,0.969,2.225,2.519,0.004,0.005,0.074
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,2,female,1.165,2.229,2.485,0.011,0.001,0.037
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,2,male,1.04,2.101,2.608,0.047,0.1,0.054
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,20,10,3,female,1.158,2.194,2.48,0.018,0.005,0.057
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,1,female,1.088,2.204,2.738,0.016,0.001,0.064
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,1,male,0.875,2.044,2.51,0.017,0.009,0.041
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,2,female,1.05,2.182,2.396,,,
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,2,male,0.834,2.179,2.595,0.003,0.062,0.158
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,3,female,0.979,2.302,2.534,0.032,0.04,0.044
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,1,3,male,0.783,2.133,2.376,0.043,0.009,0.109
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,1,female,0.987,2.194,2.618,0.05,0.024,0.294
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,1,male,0.909,2.25,2.542,0.017,0.028,0.018
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,2,female,0.998,2.234,2.531,0.021,0.053,0.038
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,2,male,0.859,2.093,2.405,0.011,0.026,0.024
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,3,female,1.035,2.154,2.39,0,0.049,0.139
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,2,3,male,0.946,2.223,2.433,0.021,0.015,0.03
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,1,female,1.067,2.106,2.375,0.029,0.012,0.111
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,1,male,0.86,2.224,2.671,0.002,0.082,0.073
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,2,female,0.949,2.222,2.253,0.024,0.03,0.107
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,2,male,0.862,2.186,2.546,0.013,0.056,0.036
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,3,female,0.993,2.181,2.616,0.014,0.023,0.024
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,3,3,male,0.834,2.214,2.525,0.015,0.012,0.166
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,4,1,female,1.013,2.21,2.603,0.014,0.036,0.073
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,4,1,male,0.839,2.165,2.665,0,0.005,0.09
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,4,2,female,1.008,2.178,2.544,0.012,0.018,0.062
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,4,3,female,0.943,2.172,2.656,0.022,0.004,0.049
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,1,female,0.997,2.127,2.384,0.057,0.111,0.055
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,1,male,0.861,2.147,2.581,0.007,0.032,0.031
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,2,female,1.025,2.231,2.444,0.009,0.006,0.118
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,2,male,0.936,2.16,2.472,0.065,0.082,0.055
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,3,female,0.956,2.164,2.561,0.01,0.079,0.007
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,5,3,male,0.801,2.086,2.377,0.017,0.012,0.003
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,1,female,1.027,2.233,2.531,0.005,0.019,0.062
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,1,male,0.93,2.098,2.391,0.003,0.025,0.002
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,2,female,1.042,2.139,2.433,0.005,0.002,0.048
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,2,male,0.894,2.133,2.436,0.018,0.039,0.307
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,3,female,0.971,2.185,2.529,0.031,0,0.207
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,6,3,male,0.875,2.26,2.742,0.052,0.071,0.007
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,1,female,1.028,2.177,2.353,0.001,0.011,0.005
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,1,male,0.787,2.138,2.784,0,0.089,0.015
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,2,female,1.007,2.117,2.566,0.012,0.029,0.125
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,2,male,0.806,2.147,2.525,0.015,0.035,0.125
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,3,female,1.002,2.18,2.506,0.007,0.03,0.039
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,7,3,male,0.849,2.2,2.657,0.005,0.002,0.065
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,1,female,0.914,2.207,2.542,0.007,0.074,0.011
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,1,male,0.81,2.084,2.526,0.019,0.007,0.039
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,2,female,0.947,2.286,2.659,0.012,0.003,0.062
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,2,male,0.851,2.111,2.472,0.019,0.047,0.047
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,3,female,0.983,2.245,2.546,0.047,0.008,0.159
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,8,3,male,0.788,2.114,2.48,0.019,0.026,0.139
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,1,female,1.023,2.168,2.474,0.003,0.053,0.098
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,1,male,0.879,2.244,2.438,0.047,0.031,0.045
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,2,female,1.035,2.24,2.52,0.056,0.004,0.011
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,2,male,0.915,2.173,2.49,0.017,0.035,0.147
D.aldrichi,Grandchester,-27.68,152.45,1994,1994,25,9,3,female,1.016,2.213,2.47,0.042,0.069,0.126
